objectid,title,description,creator,date,location,lcsh_loc,coverage,region,relation,digital_collection,holding_institution,source,findingaid,notes,original_file_number,identifier,rights,rightsstatement,original_format,type,language,format,filename,display_template,object_location,image_small,image_thumb
shattuck162,White Pine on Granite Creek,The glass slide reads: 'White Pine on Granite Creek Kaniksu Nat'l Forest.',"Shattuck, C. H.",1904,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 13; 25-48",0105-02-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck162.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck162.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck162_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck162_th.jpg
shattuck163,High Line Farm,An unidentified man stands in a field of Bear Grass. The glass slide reads: 'High line farm. Xerophyllum tenax (Bear Grass) Kaniksu Nat'l Forest.',"Shattuck, C. H.",1904,Kaniksu National Forest;Smeads Bench;Montana;Sanders County,Kaniksu National Forest;,United States--Montana--Sanders County,Smeads Bench,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 14",0105-02-14,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck163.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck163.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck163_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck163_th.jpg
shattuck164,Wheat Root glass etching,The glass slide reads: 'Etching on Glass by Wheat Roots.',"Shattuck, C. H.",1904,,,United States,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 15; 35-2",0105-02-15,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck164.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck164.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck164_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck164_th.jpg
shattuck165,Silurian landscape (Artwork),The glass slide reads: 'Silurian landscape.' Looks to be a piece of artwork.,"Shattuck, C. H.",1904,,,United States,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 16; 35-6",0105-02-16,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck165.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck165.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck165_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck165_th.jpg
shattuck166,Lodgepole Pine,The glass slide reads: 'Lodge Pole Pine Splitting Block of Granite - Grave Peak.',"Shattuck, C. H.",1904,Selway-Bitterroot Wilderness (Idaho and Mont.);Idaho,Selway-Bitterroot Wilderness (Idaho and Mont.);,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 2, Slide 17; 35-7",0105-02-17,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck166.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck166.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck166_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck166_th.jpg
shattuck167,"Forestry Arboretum, University of Idaho",The glass slide reads: '2yr. old White Elm Forestry Arboretum U. of I.',"Shattuck, C. H.",1904,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 4; 19-11",0105-03-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck167.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck167.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck167_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck167_th.jpg
shattuck168,"Arboretum, University of Idaho",The glass slide reads: '4 yr. old European Larch. Arboretum U. of I.',"Shattuck, C. H.",1904,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 5; 19-12",0105-03-05,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck168.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck168.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck168_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck168_th.jpg
shattuck176,"College of Agriculture, University of Idaho","The glass slide reads: 'College of Agriculture in center Metalurgical Mill left, Assay Bldg.'","Shattuck, C. H.",1904,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 12",0105-03-12,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck176.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck176.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck176_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck176_th.jpg
shattuck177,"Football Team, University of Idaho","The glass slide reads: 'Idaho football team, 1908.'","Shattuck, C. H.",1908,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 13",0105-03-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck177.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck177.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck177_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck177_th.jpg
shattuck179,"Gymnasium, University of Idaho",The glass slide reads: 'Interior of Gymnasium.',"Shattuck, C. H.",1904,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 14",0105-03-14,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck179.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck179.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck179_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck179_th.jpg
shattuck180,"Engineering Building, University of Idaho",The glass slide reads: 'Engineering Building - U of I.',"Shattuck, C. H.",1904,Moscow West;Idaho;Latah County;Moscow,,United States--Idaho--Latah County--Moscow,Moscow West,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 15; 43-13",0105-03-15,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck180.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck180.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck180_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck180_th.jpg
shattuck181,War Eagle Gov't Fisheries Boat,The glass slide reads: 'War Eagle Gov't Fisheries Boat - Near View.',"Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 16; 34-17",0105-03-16,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck181.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck181.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck181_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck181_th.jpg
shattuck182,Forestry Regiment Recruits,The glass slide reads: 'Recruits for the Forestry Regiment from the Pacific Northwest. American Univ. Wash. D.C.',"Shattuck, C. H.",1904,District of Columbia,,United States--District of Columbia,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,"M. S. Stewart Co. Lantern slides; Oakland, California - Forestry U. of Cal.","PG 105, Box 3, Slide 17",0105-03-17,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck182.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck182.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck182_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck182_th.jpg
shattuck183,Roadway Among Pines,The glass slide reads: 'A pleasing roadway among the pines. The rustic gate is very approppriate.',"Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 18",0105-03-18,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck183.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck183.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck183_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck183_th.jpg
shattuck184,Cattle,The glass slide reads: 'Salt hungry cattle licking the ground at an old salting place.',"Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,"Made by M. S. Stewart Co. Lantern slides; Oakland, California","PG 105, Box 3, Slide 19",0105-03-19,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck184.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck184.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck184_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck184_th.jpg
shattuck185,Coeur d'Alene (Idaho),"The glass slide reads: 'A splendid combination of native and introduced plants. Coeur d'Alene, Ida.'","Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 20",0105-03-20,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck185.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck185.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck185_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck185_th.jpg
shattuck187,Women cutting trees,The glass slide reads: 'Women cutting up limbs on surface from which the timber has been removed. Considerable young growth on ground.',"Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 21",0105-03-21,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck187.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck187.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck187_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck187_th.jpg
shattuck188,Camping and fishing,Glass lantern slide of a camp site with approximately four men standing near the river and a cabin in the background.,"Shattuck, C. H.",1904,Idaho,,United States--Idaho,,"Some of these photographs appear in a report from C. H. Shattuck, University of Idaho, Dept. of Forestry to Major F.A. Fenn, Supervisor, Clearwater National Forest (Day-NW SD428.C55S5) and in an article by C. H. Shattuck at the UI Agricultural Experiment Station Bulletin no. 91, Dec. 1916 (Idaho S 53 E416, https://www.lib.uidaho.edu/digital/uiext/items/uiext3327.html)","C.H. Shattuck Collection, University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/shattuck/","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","Charles H. Shattuck lantern slides collection, 1904-1910, PG 105, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv40698,,"PG 105, Box 3, Slide 24",0105-03-24,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,lantern slides; black-and-white transparencies;,Image;StillImage,eng,image/jpeg,shattuck188.jpg,image,https://objects.lib.uidaho.edu/shattuck/shattuck188.jpg,https://objects.lib.uidaho.edu/shattuck/small/shattuck188_sm.jpg,https://objects.lib.uidaho.edu/shattuck/thumbs/shattuck188_th.jpg
